name,symbol,sector,exchange,country
Cox & Kings Ltd.,COX&KINGS,Tour & Travel Services,NSE,India
Craftsman Automation Ltd.,CRAFTSMAN,"Industrial Machinery, Equipment & Goods",NSE,India
Creative Newtech Ltd.,CREATIVE,Technology Hardware,NSE,India
CreditAccess Grameen Ltd.,CREDITACC,Nbfc,NSE,India
Crest Ventures Ltd.,CREST,Finance & Investments,NSE,India
Crisil Ltd.,CRISIL,Credit Rating Agencies,NSE,India
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,Consumer Electronics & Appliances,NSE,India
Crown Lifters Ltd.,CROWN,Credit Rating Agencies,NSE,India
Cubex Tubings Ltd.,CUBEXTUB,Non Ferrous Metals,NSE,India
Cummins India Ltd.,CUMMINSIND,"Industrial Machinery, Equipment & Goods",NSE,India
Cupid Ltd.,CUPID,Personal Products,NSE,India
Cyber Media (India) Ltd.,CYBERMEDIA,Publishing,NSE,India
Cybertech Systems & Software Ltd.,CYBERTECH,It Services & Consulting,NSE,India
Cyient DLM Ltd.,CYIENTDLM,Electronics - Equipment/components,NSE,India
Cyient Ltd.,CYIENT,It Services & Consulting,NSE,India
D B Realty Ltd.,DBREALTY,Real Estate,NSE,India
D P Abhushan Ltd.,DPABHUSHAN,"Jewellery, Watches & Other Accessories",NSE,India
D P Wires Ltd.,DPWIRES,Iron & Steel,NSE,India
D-Link (India) Ltd.,DLINKINDIA,Technology Hardware,NSE,India
DB (International) Stock Brokers Ltd.,DBSTOCKBRO,Investment Banking & Brokerage Services,NSE,India
DB Corp Ltd.,DBCORP,Publishing,NSE,India
DC Infotech and Communication Ltd.,DCI,Electronics - Equipment/components,NSE,India
DCB Bank Ltd.,DCBBANK,Banks,NSE,India
DCM Financial Services Ltd.,DCMFINSERV,Nbfc,NSE,India
DCM Ltd.,DCM,Diversified,NSE,India
DCM Nouvelle Ltd.,DCMNVL,Textiles,NSE,India
DCM Shriram Industries Ltd.,DCMSRIND,Sugar,NSE,India
DCM Shriram Ltd.,DCMSHRIRAM,Diversified Chemicals,NSE,India
DCW Ltd.,DCW,Petrochemicals,NSE,India
DCX Systems Ltd.,DCXINDIA,Electronics - Equipment/components,NSE,India
DFM Foods Ltd.,DFMFOODS,Food Products,NSE,India
DIC India Ltd.,DICIND,Speciality Chemicals,NSE,India
DJ Mediaprint & Logistics Ltd.,DJML,Logistics,NSE,India
DLF Ltd.,DLF,Real Estate,NSE,India
DMCC Speciality Chemicals Ltd.,DMCC,Speciality Chemicals,NSE,India
DRC Systems India Ltd.,DRCSYSTEMS,It Services & Consulting,NSE,India
DSJ Keep Learning Ltd.,KEEPLEARN,Publishing,NSE,India
Dabur India Ltd.,DABUR,Personal Products,NSE,India
Dalmia Bharat Ltd.,DALBHARAT,Cement,NSE,India
Dalmia Bharat Sugar and Industries Ltd.,DALMIASUG,Sugar,NSE,India
Damodar Industries Ltd.,DAMODARIND,Textiles,NSE,India
Dangee Dums Ltd.,DANGEE,Food Products,NSE,India
Data Patterns (India) Ltd.,DATAPATTNS,Electronics - Equipment/components,NSE,India
Datamatics Global Services Ltd.,DATAMATICS,It Services & Consulting,NSE,India
De Nora India Ltd.,DENORA,Electrical - Equipment/components,NSE,India
Debock Industries Ltd.,DIL,Trading & Distribution,NSE,India
Deccan Cements Ltd.,DECCANCE,Cement,NSE,India
Deep Energy Resources Ltd.,DEEPENR,Oil & Gas - Equipment & Services,NSE,India
Deep Industries Ltd.,DEEPINDS,Oil & Gas - Equipment & Services,NSE,India
Deepak Fertilisers & Petrochemicals Corporation Ltd.,DEEPAKFERT,Agro Chemicals & Fertilizers,NSE,India
Deepak Nitrite Ltd.,DEEPAKNTR,Commodity Chemicals,NSE,India
Delhivery Ltd.,DELHIVERY,Logistics,NSE,India
Delphi World Money Ltd.,DELPHIFX,Finance & Investments,NSE,India
Delta Corp Ltd.,DELTACORP,Leisure & Recreation,NSE,India
Delta Manufacturing Ltd.,DELTAMAGNT,Electronics - Equipment/components,NSE,India
Den Networks Ltd.,DEN,Broadcasting & Entertainment,NSE,India
Dev Information Technology Ltd.,DEVIT,It Services & Consulting,NSE,India
Devyani International Ltd.,DEVYANI,Restaurants & Bars,NSE,India
Dhampur Bio Organics Ltd.,DBOL,Sugar,NSE,India
Dhampur Sugar Mills Ltd.,DHAMPURSUG,Sugar,NSE,India
Dhani Services Ltd.,DHANI,Finance & Investments,NSE,India
Dhanlaxmi Bank Ltd.,DHANBANK,Banks,NSE,India
Dhanuka Agritech Ltd.,DHANUKA,Agro Chemicals & Fertilizers,NSE,India
Dharani Sugars & Chemicals Ltd.,DHARSUGAR,Sugar,NSE,India
Dharmaj Crop Guard Ltd.,DHARMAJ,Agro Products,NSE,India
Dhruv Consultancy Services Ltd.,DHRUV,Construction & Engineering,NSE,India
Dhunseri Investments Ltd.,DHUNINV,Asset Management,NSE,India
Dhunseri Tea & Industries Ltd.,DTIL,Tea & Coffee,NSE,India
Dhunseri Ventures Ltd.,DVL,Tea & Coffee,NSE,India
DiGiSPICE Technologies Ltd.,DIGISPICE,Telecomm Equipment & Infra Services,NSE,India
Diamines & Chemicals Ltd.,DIAMINESQ,Petrochemicals,NSE,India
Diamond Power Infrastructure Ltd.,DIAPOWER,Electrical - Equipment/components,NSE,India
Digicontent Ltd.,DGCONTENT,Publishing,NSE,India
Digjam Ltd.,DIGJAMLMTD,Textiles,NSE,India
Diligent Media Corporation Ltd.,DNAMEDIA,Publishing,NSE,India
Dilip Buildcon Ltd.,DBL,Construction & Engineering,NSE,India
Dish TV India Ltd.,DISHTV,Broadcasting & Entertainment,NSE,India
Dishman Carbogen Amcis Ltd.,DCAL,Pharmaceuticals,NSE,India
Divgi Torqtransfer Systems Ltd.,DIVGIITTS,Auto Ancillaries,NSE,India
Divi's Laboratories Ltd.,DIVISLAB,Pharmaceuticals,NSE,India
Dixon Technologies (India) Ltd.,DIXON,Consumer Electronics & Appliances,NSE,India
Dodla Dairy Ltd.,DODLA,Food Products,NSE,India
Dolat Algotech Ltd.,DOLATALGO,Investment Banking & Brokerage Services,NSE,India
Dollar Industries Ltd.,DOLLAR,Apparels,NSE,India
Dolphin Offshore Enterprises (India) Ltd.,DOLPHIN,Oil & Gas Exploration And Production,NSE,India
Donear Industries Ltd.,DONEAR,Textiles,NSE,India
Dr. Lal Pathlabs Ltd.,LALPATHLAB,Hospitals & Diagnostic Centres,NSE,India
Dr. Reddy's Laboratories Ltd.,DRREDDY,Pharmaceuticals,NSE,India
Dreamfolks Services Ltd.,DREAMFOLKS,Credit Rating Agencies,NSE,India
Dredging Corporation Of India Ltd.,DREDGECORP,Miscellaneous,NSE,India
Ducon Infratechnologies Ltd.,DUCON,It Services & Consulting,NSE,India
Dwarikesh Sugar Industries Ltd.,DWARKESH,Sugar,NSE,India
Dynacons Systems & Solutions Ltd.,DSSL,It Services & Consulting,NSE,India
Dynamatic Technologies Ltd.,DYNAMATECH,"Industrial Machinery, Equipment & Goods",NSE,India
Dynamic Cables Ltd.,DYCL,Electrical - Equipment/components,NSE,India
Dynemic Products Ltd.,DYNPRO,Dyes & Pigments,NSE,India
E2E Networks Ltd.,E2E,It Services & Consulting,NSE,India
EID Parry (India) Ltd.,EIDPARRY,Sugar,NSE,India
EIH Associated Hotels Ltd.,EIHAHOTELS,Hotels,NSE,India
EIH Ltd.,EIHOTEL,Hotels,NSE,India
EMS Ltd.,EMSLIMITED,Construction & Engineering,NSE,India
EPL Ltd.,EPL,Packaging,NSE,India
ESAF Small Finance Bank Ltd.,ESAFSFB,Banks,NSE,India
Eastern Silk Industries Ltd.,EASTSILK,Textiles,NSE,India
Easun Reyrolle Ltd.,EASUNREYRL,Power - Generation/distribution,NSE,India
Easy Trip Planners Ltd.,EASEMYTRIP,Tour & Travel Services,NSE,India
Edelweiss Financial Services Ltd.,EDELWEISS,Finance & Investments,NSE,India
Educomp Solutions Ltd.,EDUCOMP,Education Services,NSE,India
Eicher Motors Ltd.,EICHERMOT,Auto - 4w,NSE,India
Eimco Elecon (India) Ltd.,EIMCOELECO,"Industrial Machinery, Equipment & Goods",NSE,India
Eldeco Housing & Industries Ltd.,ELDEHSG,Real Estate,NSE,India
Elecon Engineering Company Ltd.,ELECON,"Industrial Machinery, Equipment & Goods",NSE,India
Electronics Mart India Ltd.,EMIL,Electronics - Equipment/components,NSE,India
Electrosteel Castings Ltd.,ELECTCAST,Iron & Steel,NSE,India
Electrotherm (India) Ltd.,ELECTHERM,Iron & Steel,NSE,India
Elgi Equipments Ltd.,ELGIEQUIP,"Industrial Machinery, Equipment & Goods",NSE,India
Elgi Rubber Company Ltd.,ELGIRUBCO,Tyres & Rubber Products,NSE,India
Elin Electronics Ltd.,ELIN,Electronics - Equipment/components,NSE,India
Emami Ltd.,EMAMILTD,Personal Products,NSE,India
Emami Paper Mills Ltd.,EMAMIPAP,Paper Products,NSE,India
Emami Realty Ltd.,EMAMIREAL,Real Estate,NSE,India
Emco Ltd.,EMCO,Heavy Electrical Equipment,NSE,India
Emkay Global Financial Services Ltd.,EMKAY,Investment Banking & Brokerage Services,NSE,India
Emmbi Industries Ltd.,EMMBI,Packaging,NSE,India
Endurance Technologies Ltd.,ENDURANCE,Auto Ancillaries,NSE,India
Energy Development Company Ltd.,ENERGYDEV,Power - Generation/distribution,NSE,India
Engineers India Ltd.,ENGINERSIN,Construction & Engineering,NSE,India
Entertainment Network (India) Ltd.,ENIL,Broadcasting & Entertainment,NSE,India
Epigral Ltd.,EPIGRAL,Agro Products,NSE,India
Equippp Social Impact Technologies Ltd.,EQUIPPP,Biotechnology & Medical Research,NSE,India
Equitas Holdings Ltd.,EQUITAS,Nbfc,NSE,India
Equitas Small Finance Bank Ltd.,EQUITASBNK,Banks,NSE,India
Eris Lifesciences Ltd.,ERIS,Pharmaceuticals,NSE,India
Eros International Media Ltd.,EROSMEDIA,Broadcasting & Entertainment,NSE,India
Esab India Ltd.,ESABINDIA,"Industrial Machinery, Equipment & Goods",NSE,India
Escorts Kubota Ltd.,ESCORTS,Auto - 4w,NSE,India
Essar Shipping Ltd.,ESSARSHPNG,Shipping,NSE,India
Ester Industries Ltd.,ESTER,Commodity Chemicals,NSE,India
Ethos Ltd.,ETHOSLTD,Consumer Electronics & Appliances,NSE,India
Euro India Fresh Foods Ltd.,EIFFL,Food Products,NSE,India
Eurotex Industries & Exports Ltd.,EUROTEXIND,Textiles,NSE,India
Eveready Industries India Ltd.,EVEREADY,Batteries,NSE,India
Everest Industries Ltd.,EVERESTIND,Cement,NSE,India
Everest Kanto Cylinder Ltd.,EKC,Packaging,NSE,India
Excel Industries Ltd.,EXCELINDUS,Speciality Chemicals,NSE,India
Exide Industries Ltd.,EXIDEIND,Batteries,NSE,India
Expleo Solutions Ltd.,EXPLEOSOL,Software Services,NSE,India
Exxaro Tiles Ltd.,EXXARO,Construction Supplies & Fixtures,NSE,India
FCS Software Solutions Ltd.,FCSSOFT,Software Services,NSE,India
FDC Ltd.,FDC,Pharmaceuticals,NSE,India
FIEM Industries Ltd.,FIEMIND,Auto Ancillaries,NSE,India
FSN E-Commerce Ventures Ltd.,NYKAA,E-commerce & Listing,NSE,India
Fairchem Organics Ltd.,FAIRCHEMOR,Speciality Chemicals,NSE,India
Faze Three Ltd.,FAZE3Q,Textiles,NSE,India
Federal Bank Ltd.,FEDERALBNK,Banks,NSE,India
Federal-Mogul Goetze (India) Ltd.,FMGOETZE,Auto Ancillaries,NSE,India
Fiberweb (India) Ltd.,FIBERWEB,Plastic Products,NSE,India
Filatex India Ltd.,FILATEX,Textiles,NSE,India
Fine Organic Industries Ltd.,FINEORG,Speciality Chemicals,NSE,India
Fineotex Chemical Ltd.,FCL,Speciality Chemicals,NSE,India
Fino Payments Bank Ltd.,FINOPB,Banks,NSE,India
Finolex Cables Ltd.,FINCABLES,Electrical - Equipment/components,NSE,India
Finolex Industries Ltd.,FINPIPE,Tubes & Pipes,NSE,India
Firstsource Solutions Ltd.,FSL,Outsourced Services,NSE,India
Five-Star Business Finance Ltd.,FIVESTAR,Finance & Investments,NSE,India
Flexituff Ventures International Ltd.,FLEXITUFF,Packaging,NSE,India
Focus Lighting and Fixtures Ltd.,FOCUS,Electrical - Equipment/components,NSE,India
Foods & Inns Ltd.,FOODSIN,Food Products,NSE,India
Force Motors Ltd.,FORCEMOT,Auto - 4w,NSE,India
Fortis Healthcare Ltd.,FORTIS,Hospitals & Diagnostic Centres,NSE,India
Foseco India Ltd.,FOSECOIND,Commodity Chemicals,NSE,India
Fusion Micro Finance Ltd.,FUSION,Finance & Investments,NSE,India
Future Consumer Ltd.,FCONSUMER,Food Products,NSE,India
Future Enterprises Ltd.,FEL,Retailing,NSE,India
Future Lifestyle Fashions Ltd.,FLFL,Retailing,NSE,India
Future Market Networks Ltd.,FMNL,Real Estate,NSE,India
Future Retail Ltd.,FRETAIL,Retailing,NSE,India
Future Supply Chain Solutions Ltd.,FSC,Logistics,NSE,India
G M Breweries Ltd.,GMBREW,Breweries & Distilleries,NSE,India
G R Infraprojects Ltd.,GRINFRA,Construction & Engineering,NSE,India
G-Tec Jainx Education Ltd.,GTECJAINX,It Training Services,NSE,India
GACM Technologies Ltd.,GATECH,Investment Banking & Brokerage Services,NSE,India
GAIL (India) Ltd.,GAIL,Gas Distribution,NSE,India
GE Power India Ltd.,GEPIL,Power - Construction/equipment,NSE,India
GE T&D India Ltd.,GET&D,Heavy Electrical Equipment,NSE,India
GFL Ltd.,GFLLIMITED,Speciality Chemicals,NSE,India
GHCL Ltd.,GHCL,Commodity Chemicals,NSE,India
GHCL Textiles Ltd.,GHCLTEXTIL,Textiles,NSE,India
GI Engineering Solutions Ltd.,TPHQ,It Services & Consulting,NSE,India
GIC Housing Finance Ltd.,GICHSGFIN,Housing Finance,NSE,India
GKW Ltd.,GKWLIMITED,Logistics,NSE,India
GMM Pfaudler Ltd.,GMMPFAUDLR,"Industrial Machinery, Equipment & Goods",NSE,India
GMR Airports Infrastructure Ltd.,GMRINFRA,Construction & Engineering,NSE,India
GMR Power and Urban Infra Ltd.,GMRP&UI,Power - Generation/distribution,NSE,India
GNA Axles Ltd.,GNA,Auto Ancillaries,NSE,India
GOCL Corporation Ltd.,GOCLCORP,Commodity Chemicals,NSE,India
GP Petroleums Ltd.,GULFPETRO,Commodity Chemicals,NSE,India
GPT Infraprojects Ltd.,GPTINFRA,Construction & Engineering,NSE,India
GRM Overseas Ltd.,GRMOVER,Food Products,NSE,India
GRP Ltd.,GRPLTD,Tyres & Rubber Products,NSE,India
GSS Infotech Ltd.,GSS,Software Services,NSE,India
GTL Infrastructure Ltd.,GTLINFRA,Telecomm Equipment & Infra Services,NSE,India
GTL Ltd.,GTL,Telecomm Equipment & Infra Services,NSE,India
GTN Textiles Ltd.,GTNTEX,Textiles,NSE,India
GTPL Hathway Ltd.,GTPL,Broadcasting & Entertainment,NSE,India
GVK Power & Infrastructure Ltd.,GVKPIL,Construction & Engineering,NSE,India
GVP Infotech Ltd.,GVPTECH,It Services & Consulting,NSE,India
Gabriel India Ltd.,GABRIEL,Auto Ancillaries,NSE,India
Galaxy Surfactants Ltd.,GALAXYSURF,Speciality Chemicals,NSE,India
Gallantt Ispat Ltd.,GALLISPAT,Iron & Steel,NSE,India
Gallantt Ispat Ltd.,GALLANTT,Iron & Steel,NSE,India
Gandhi Special Tubes Ltd.,GANDHITUBE,Tubes & Pipes,NSE,India
Ganesh Benzoplast Ltd.,GANESHBE,Commodity Chemicals,NSE,India
Ganesh Housing Corporation Ltd.,GANESHHOUC,Real Estate,NSE,India
Ganesha Ecosphere Ltd.,GANECOS,Textiles,NSE,India
Ganga Forging Ltd.,GANGAFORGE,"Industrial Machinery, Equipment & Goods",NSE,India
Ganges Securities Ltd.,GANGESSECU,Finance & Investments,NSE,India
Gangotri Textile Ltd.,GANGOTRI,Apparels,NSE,India
Garden Reach Shipbuilders & Engineers Ltd.,GRSE,Shipbuilding & Maintenance,NSE,India
Garware Hi-Tech Films Ltd.,GRWRHITECH,Packaging,NSE,India
Garware Technical Fibres Ltd.,GARFIBRES,Textiles,NSE,India
Gateway Distriparks Ltd.,GDL,Logistics,NSE,India
Gati Ltd.,ACLGATI,Logistics,NSE,India
Gayatri Highways Ltd.,GAYAHWS,Construction & Engineering,NSE,India
Gayatri Projects Ltd.,GAYAPROJ,Construction & Engineering,NSE,India
GeeCee Ventures Ltd.,GEECEE,Real Estate,NSE,India
Geekay Wires Ltd.,GEEKAYWIRE,Iron & Steel,NSE,India
General Insurance Corporation of India,GICRE,General Insurance,NSE,India
Generic Engineering Construction and Projects Ltd.,GENCON,Construction & Engineering,NSE,India
Genesys International Corporation Ltd.,GENESYS,It Services & Consulting,NSE,India
Gensol Engineering Ltd.,GENSOL,Construction & Engineering,NSE,India
Genus Paper & Boards Ltd.,GENUSPAPER,Paper Products,NSE,India
Genus Power Infrastructures Ltd.,GENUSPOWER,Electronics - Equipment/components,NSE,India
Geojit Financial Services Ltd.,GEOJITFSL,Investment Banking & Brokerage Services,NSE,India
Gillanders Arbuthnot & Company Ltd.,GILLANDERS,Diversified,NSE,India
Gillette India Ltd.,GILLETTE,Personal Products,NSE,India
Ginni Filaments Ltd.,GINNIFILA,Textiles,NSE,India
Gland Pharma Ltd.,GLAND,Pharmaceuticals,NSE,India
GlaxoSmithKline Pharmaceuticals Ltd.,GLAXO,Pharmaceuticals,NSE,India
Glenmark Life Sciences Ltd.,GLS,Pharmaceuticals,NSE,India
Glenmark Pharmaceuticals Ltd.,GLENMARK,Pharmaceuticals,NSE,India
Global Education Ltd.,GLOBAL,Education Services,NSE,India
Global Health Ltd.,MEDANTA,Hospitals & Diagnostic Centres,NSE,India
Global Surfaces Ltd.,GSLSU,Granite,NSE,India
Global Vectra Helicorp Ltd.,GLOBALVECT,Airlines,NSE,India
Globe Textiles (India) Ltd.,GLOBE,Textiles,NSE,India
Globus Spirits Ltd.,GLOBUSSPR,Breweries & Distilleries,NSE,India
Go Fashion (India) Ltd.,GOCOLORS,Apparels,NSE,India
Goa Carbons Ltd.,GOACARBON,Petrochemicals,NSE,India
Godawari Power & Ispat Ltd.,GPIL,Iron & Steel,NSE,India
Godfrey Phillips India Ltd.,GODFRYPHLP,Tobacco Products,NSE,India
Godha Cabcon & Insulation Ltd.,GODHA,Electrical - Equipment/components,NSE,India
Godrej Agrovet Ltd.,GODREJAGRO,Agro Products,NSE,India
Godrej Consumer Products Ltd.,GODREJCP,Personal Products,NSE,India
Godrej Industries Ltd.,GODREJIND,Commodity Chemicals,NSE,India
Godrej Properties Ltd.,GODREJPROP,Real Estate,NSE,India
Goenka Diamond & Jewels Ltd.,GOENKA,"Jewellery, Watches & Other Accessories",NSE,India
Gokaldas Exports Ltd.,GOKEX,Apparels,NSE,India
Gokul Agro Resources Ltd.,GOKULAGRO,Edible Oils & Solvent Extraction,NSE,India
Gokul Refoils & Solvent Ltd.,GOKUL,Edible Oils & Solvent Extraction,NSE,India
Golden Tobacco Ltd.,GOLDENTOBC,Tobacco Products,NSE,India
Goldiam International Ltd.,GOLDIAM,"Jewellery, Watches & Other Accessories",NSE,India
Goldstone Technologies Ltd.,GOLDTECH,It Services & Consulting,NSE,India
Goodluck India Ltd.,GOODLUCK,Iron & Steel,NSE,India
Goodyear India Ltd.,GOODYEAR,Tyres & Rubber Products,NSE,India
Goyal Aluminiums Ltd.,GOYALALUM,Trading & Distribution,NSE,India
Grand Foundry Ltd.,GFSTEELS,Iron & Steel,NSE,India
Granules India Ltd.,GRANULES,Pharmaceuticals,NSE,India
Graphite India Ltd.,GRAPHITE,Electrodes - Graphites,NSE,India
Grasim Industries Ltd.,GRASIM,Diversified,NSE,India
Grauer & Weil (India) Ltd.,GRAUWEIL,Speciality Chemicals,NSE,India
Gravita India Ltd.,GRAVITA,Non Ferrous Metals,NSE,India
Great Eastern Shipping Company Ltd.,GESHIP,Shipping,NSE,India
Greaves Cotton Ltd.,GREAVESCOT,"Industrial Machinery, Equipment & Goods",NSE,India
Greenlam Industries Ltd.,GREENLAM,Wood Products,NSE,India
Greenpanel Industries Ltd.,GREENPANEL,Wood Products,NSE,India
Greenply Industries Ltd.,GREENPLY,Wood Products,NSE,India
Grindwell Norton Ltd.,GRINDWELL,"Industrial Machinery, Equipment & Goods",NSE,India
Gufic BioSciences Ltd.,GUFICBIO,Pharmaceuticals,NSE,India
Gujarat Alkalies & Chemicals Ltd.,GUJALKALI,Commodity Chemicals,NSE,India
Gujarat Ambuja Exports Ltd.,GAEL,Edible Oils & Solvent Extraction,NSE,India
Gujarat Apollo Industries Ltd.,GUJAPOLLO,"Industrial Machinery, Equipment & Goods",NSE,India
Gujarat Fluorochemicals Ltd.,FLUOROCHEM,Speciality Chemicals,NSE,India
Gujarat Gas Ltd.,GUJGASLTD,Gas Distribution,NSE,India
Gujarat Industries Power Company Ltd.,GIPCL,Power - Generation/distribution,NSE,India
Gujarat Lease Financing Ltd.,GLFL,Nbfc,NSE,India
Gujarat Mineral Development Corporation Ltd.,GMDCLTD,Mining/minerals,NSE,India
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,Agro Chemicals & Fertilizers,NSE,India
Gujarat Pipavav Port Ltd.,GPPL,Shipping,NSE,India
Gujarat Raffia Industries Ltd.,GUJRAFFIA,Packaging,NSE,India
Gujarat Sidhee Cement Ltd.,GSCLCEMENT,Cement,NSE,India
Gujarat State Fertilizer & Chemicals Ltd.,GSFC,Agro Chemicals & Fertilizers,NSE,India
Gujarat State Petronet Ltd.,GSPL,Gas Distribution,NSE,India
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Lubricants,NSE,India
Gulshan Polyols Ltd.,GULPOLY,Speciality Chemicals,NSE,India
HB Stockholdings Ltd.,HBSL,Nbfc,NSE,India
HBL Power Systems Ltd.,HBLPOWER,Batteries,NSE,India
HCL Infosystems Ltd.,HCL-INSYS,Technology Hardware,NSE,India
HCL Technologies Ltd.,HCLTECH,It Services & Consulting,NSE,India
HDFC Asset Management Company Ltd.,HDFCAMC,Asset Management,NSE,India
HDFC Bank Ltd.,HDFCBANK,Banks,NSE,India
HDFC Life Insurance Company Ltd.,HDFCLIFE,Life Insurance,NSE,India
HEC Infra Projects Ltd.,HECPROJECT,Construction & Engineering,NSE,India
HEG Ltd.,HEG,Electrodes - Graphites,NSE,India
HFCL Ltd.,HFCL,Telecomm Equipment & Infra Services,NSE,India
HG Infra Engineering Ltd.,HGINFRA,Construction & Engineering,NSE,India
HIL Ltd.,HIL,Cement,NSE,India
HLE Glascoat Ltd.,HLEGLAS,"Industrial Machinery, Equipment & Goods",NSE,India
HLV Ltd.,HLVLTD,Hotels,NSE,India
HMA Agro Industries Ltd.,HMAAGRO,Food Products,NSE,India
HMT Ltd.,HMT,"Industrial Machinery, Equipment & Goods",NSE,India
HOV Services Ltd.,HOVS,Outsourced Services,NSE,India
HP Adhesives Ltd.,HPAL,Speciality Chemicals,NSE,India
HPL Electric & Power Ltd.,HPL,Electrical - Equipment/components,NSE,India
HT Media Ltd.,HTMEDIA,Publishing,NSE,India
Happiest Minds Technologies Ltd.,HAPPSTMNDS,It Services & Consulting,NSE,India
Hardwyn India Ltd.,HARDWYN,Trading & Distribution,NSE,India
Hariom Pipe Industries Ltd.,HARIOMPIPE,Tubes & Pipes,NSE,India
Harrisons Malayalam Ltd.,HARRMALAYA,Plantation & Plantation Products,NSE,India
Harsha Engineers International Ltd.,HARSHA,Consumer Electronics & Appliances,NSE,India
Hathway Cable & Datacom Ltd.,HATHWAY,Broadcasting & Entertainment,NSE,India
Hatsun Agro Products Ltd.,HATSUN,Food Products,NSE,India
Havells India Ltd.,HAVELLS,Electrical - Equipment/components,NSE,India
Heads UP Ventures Ltd.,HEADSUP,Apparels,NSE,India
Healthcare Global Enterprises Ltd.,HCG,Hospitals & Diagnostic Centres,NSE,India
Heidelberg Cement India Ltd.,HEIDELBERG,Cement,NSE,India
Hemisphere Properties India Ltd.,HEMIPROP,Real Estate,NSE,India
Heranba Industries Ltd.,HERANBA,Agro Chemicals & Fertilizers,NSE,India
Hercules Hoists Ltd.,HERCULES,"Industrial Machinery, Equipment & Goods",NSE,India
Heritage Foods Ltd.,HERITGFOOD,Food Products,NSE,India
Hero MotoCorp Ltd.,HEROMOTOCO,Auto - 2 & 3 Wheelers,NSE,India
Hester Biosciences Ltd.,HESTERBIO,Biotechnology & Medical Research,NSE,India
Heubach Colorants India Ltd.,HEUBACHIND,Speciality Chemicals,NSE,India
Hexa Tradex Ltd.,HEXATRADEX,Trading & Distribution,NSE,India
Hi-Tech Pipes Ltd.,HITECH,Tubes & Pipes,NSE,India
Hikal Ltd.,HIKAL,Pharmaceuticals,NSE,India
Hilton Metal Forging Ltd.,HILTON,"Industrial Machinery, Equipment & Goods",NSE,India
Himadri Speciality Chemical Ltd.,HSCL,Commodity Chemicals,NSE,India
Himatsingka Seide Ltd.,HIMATSEIDE,Textiles,NSE,India
Hind Rectifiers Ltd.,HIRECT,Electronics - Equipment/components,NSE,India
Hindalco Industries Ltd.,HINDALCO,Non Ferrous Metals,NSE,India
Hindcon Chemicals Ltd.,HINDCON,Commodity Chemicals,NSE,India
Hindprakash Industries Ltd.,HPIL,Dyes & Pigments,NSE,India
Hinduja Global Solutions Ltd.,HGS,Outsourced Services,NSE,India
Hindustan Aeronautics Ltd.,HAL,Aerospace & Defense,NSE,India
Hindustan Composites Ltd.,HINDCOMPOS,Auto Ancillaries,NSE,India
Hindustan Construction Company Ltd.,HCC,Construction & Engineering,NSE,India
Hindustan Copper Ltd.,HINDCOPPER,Non Ferrous Metals,NSE,India
Hindustan Foods Ltd.,HNDFDS,Food Products,NSE,India
Hindustan Media Ventures Ltd.,HMVL,Publishing,NSE,India
Hindustan Motors Ltd.,HINDMOTORS,Auto - 4w,NSE,India
Hindustan Oil Exploration Company Ltd.,HINDOILEXP,Oil & Gas Exploration And Production,NSE,India
Hindustan Petroleum Corporation Ltd.,HINDPETRO,Oil & Gas - Refining & Marketing,NSE,India
Hindustan Unilever Ltd.,HINDUNILVR,Personal Products,NSE,India
Hindustan Zinc Ltd.,HINDZINC,Non Ferrous Metals,NSE,India
Hindusthan National Glass & Industries Ltd.,HINDNATGLS,Packaging,NSE,India
Hindware Home Innovation Ltd.,HINDWAREAP,Home Furnishing,NSE,India
Hisar Metal Industries Ltd.,HISARMETAL,Iron & Steel,NSE,India
Hitachi Energy India Ltd.,POWERINDIA,Heavy Electrical Equipment,NSE,India
Hitech Corporation Ltd.,HITECHCORP,Packaging,NSE,India
Home First Finance Company India Ltd.,HOMEFIRST,Housing Finance,NSE,India
Honasa Consumer Ltd.,HONASA,Credit Rating Agencies,NSE,India
Honda India Power Products Ltd.,HONDAPOWER,"Industrial Machinery, Equipment & Goods",NSE,India
Honeywell Automation India Ltd.,HONAUT,Electronics - Equipment/components,NSE,India
Housing Development & Infrastructure Ltd.,HDIL,Real Estate,NSE,India
Housing Development Finance Corporation Ltd.,HDFC,Housing Finance,NSE,India
Housing and Urban Development Corporation Ltd.,HUDCO,Housing Finance,NSE,India
Hubtown Ltd.,HUBTOWN,Real Estate,NSE,India
Huhtamaki India Ltd.,HUHTAMAKI,Packaging,NSE,India
I G Petrochemicals Ltd.,IGPL,Speciality Chemicals,NSE,India
ICDS Ltd.,ICDSLTD,Finance & Investments,NSE,India
ICE Make Refrigeration Ltd.,ICEMAKE,Electrical - Equipment/components,NSE,India
ICICI Bank Ltd.,ICICIBANK,Banks,NSE,India
ICICI Lombard General Insurance Company Ltd.,ICICIGI,General Insurance,NSE,India
ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI,Life Insurance,NSE,India
ICICI Securities Ltd.,ISEC,Investment Banking & Brokerage Services,NSE,India
ICRA Ltd.,ICRA,Credit Rating Agencies,NSE,India
