name,symbol,sector,exchange,country
Transport Corporation of India Ltd.,TCI,Logistics,NSE,India
Transwarranty Finance Ltd.,TFL,Nbfc,NSE,India
Tree House Education & Accessories Ltd.,TREEHOUSE,Education Services,NSE,India
Trejhara Solutions Ltd.,TREJHARA,It Services & Consulting,NSE,India
Trent Ltd.,TRENT,Retailing,NSE,India
Tribhovandas Bhimji Zaveri Ltd.,TBZ,"Jewellery, Watches & Other Accessories",NSE,India
Trident Ltd.,TRIDENT,Textiles,NSE,India
Trigyn Technologies Ltd.,TRIGYN,It Services & Consulting,NSE,India
Triveni Engineering & Industries Ltd.,TRIVENI,Sugar,NSE,India
Triveni Turbine Ltd.,TRITURBINE,Heavy Electrical Equipment,NSE,India
TruCap Finance Ltd.,TRU,Finance & Investments,NSE,India
Tube Investments of India Ltd.,TIINDIA,Auto Ancillaries,NSE,India
Twentyfirst Century Management Services Ltd.,21STCENMGM,Investment Banking & Brokerage Services,NSE,India
UCAL Ltd.,UCAL,Auto Ancillaries,NSE,India
UCO Bank,UCOBANK,Banks,NSE,India
UFO Moviez India Ltd.,UFO,Broadcasting & Entertainment,NSE,India
UNO Minda Ltd.,UNOMINDA,Auto Ancillaries,NSE,India
UPL Ltd.,UPL,Agro Chemicals & Fertilizers,NSE,India
UTI Asset Management Company Ltd.,UTIAMC,Asset Management,NSE,India
Udaipur Cement Works Ltd.,UDAICEMENT,Cement,NSE,India
Udayshivakumar Infra Ltd.,USK,Construction & Engineering,NSE,India
Uflex Ltd.,UFLEX,Packaging,NSE,India
Ugar Sugar Works Ltd.,UGARSUGAR,Sugar,NSE,India
Ugro Capital Ltd.,UGROCAP,Finance & Investments,NSE,India
Ujaas Energy Ltd.,UJAAS,Electrical - Equipment/components,NSE,India
Ujjivan Financial Services Ltd.,UJJIVAN,Nbfc,NSE,India
Ujjivan Small Finance Bank Ltd.,UJJIVANSFB,Banks,NSE,India
UltraTech Cement Ltd.,ULTRACEMCO,Cement,NSE,India
Uma Exports Ltd.,UMAEXPORTS,Trading & Distribution,NSE,India
Umang Dairies Ltd.,UMANGDAIRY,Food Products,NSE,India
Unichem Laboratories Ltd.,UNICHEMLAB,Pharmaceuticals,NSE,India
Uniinfo Telecom Services Ltd.,UNIINFO,Telecommunications - Service,NSE,India
Union Bank of India,UNIONBANK,Banks,NSE,India
Uniparts India Ltd.,UNIPARTS,"Industrial Machinery, Equipment & Goods",NSE,India
Uniphos Enterprises Ltd.,UNIENTER,Trading & Distribution,NSE,India
Unitech Ltd.,UNITECH,Real Estate,NSE,India
United Breweries Ltd.,UBL,Breweries & Distilleries,NSE,India
United Drilling Tools Ltd.,UNIDT,Electronics - Equipment/components,NSE,India
United Polyfab Gujarat Ltd.,UNITEDPOLY,Textiles,NSE,India
United Spirits Ltd.,MCDOWELL-N,Breweries & Distilleries,NSE,India
Univa Foods Ltd.,UNIVAFOODS,Restaurants & Bars,NSE,India
Univastu India Ltd.,UNIVASTU,Construction & Engineering,NSE,India
Universal Cables Ltd.,UNIVCABLES,Electrical - Equipment/components,NSE,India
Universus Photo Imagings Ltd.,UNIVPHOTO,Photographic & Allied Products,NSE,India
Updater Services Ltd.,UDS,Credit Rating Agencies,NSE,India
Uravi T & Wedge Lamps Ltd.,URAVI,Auto Ancillaries,NSE,India
Urja Global Ltd.,URJA,Trading & Distribution,NSE,India
Usha Martin Education & Solutions Ltd.,UMESLTD,Education Services,NSE,India
Usha Martin Ltd.,USHAMART,Iron & Steel,NSE,India
Utkarsh Small Finance Bank Ltd.,UTKARSHBNK,Banks,NSE,India
Uttam Galva Steels Ltd.,UTTAMSTL,Iron & Steel,NSE,India
Uttam Sugar Mills Ltd.,UTTAMSUGAR,Sugar,NSE,India
V-Guard Industries Ltd.,VGUARD,Electrical - Equipment/components,NSE,India
V-Mart Retail Ltd.,VMART,Retailing,NSE,India
V2 Retail Ltd.,V2RETAIL,Retailing,NSE,India
VIP Clothing Ltd.,VIPCLOTHNG,Apparels,NSE,India
VIP Industries Ltd.,VIPIND,"Jewellery, Watches & Other Accessories",NSE,India
VL E-Governance & IT Solutions Ltd.,VLEGOV,Logistics,NSE,India
VLS Finance Ltd.,VLSFINANCE,Investment Banking & Brokerage Services,NSE,India
VRL Logistics Ltd.,VRLLOG,Logistics,NSE,India
VST Industries Ltd.,VSTIND,Tobacco Products,NSE,India
VST Tillers Tractors Ltd.,VSTTILLERS,Auto - 4w,NSE,India
Va Tech Wabag Ltd.,WABAG,Water Management,NSE,India
Vadilal Industries Ltd.,VADILALIND,Food Products,NSE,India
Vaibhav Global Ltd.,VAIBHAVGBL,"Jewellery, Watches & Other Accessories",NSE,India
Vaishali Pharma Ltd.,VAISHALI,Pharmaceuticals,NSE,India
Vakrangee Ltd.,VAKRANGEE,Outsourced Services,NSE,India
Valiant Laboratories Ltd.,VALIANTLAB,Pharmaceuticals,NSE,India
Valiant Organics Ltd.,VALIANTORG,Commodity Chemicals,NSE,India
Vardhman Acrylics Ltd.,VARDHACRLC,Textiles,NSE,India
Vardhman Holdings Ltd.,VHL,Finance & Investments,NSE,India
Vardhman Polytex Ltd.,VARDMNPOLY,Textiles,NSE,India
Vardhman Special Steels Ltd.,VSSL,Iron & Steel,NSE,India
Vardhman Textiles Ltd.,VTL,Textiles,NSE,India
Varroc Engineering Ltd.,VARROC,Auto Ancillaries,NSE,India
Varun Beverages Ltd.,VBL,Food Products,NSE,India
Vascon Engineers Ltd.,VASCONEQ,Construction & Engineering,NSE,India
Vaswani Industries Ltd.,VASWANI,Iron & Steel,NSE,India
Vaxtex Cotfab Ltd.,VCL,Textiles,NSE,India
Vedant Fashions Ltd.,MANYAVAR,Retailing,NSE,India
Vedanta Ltd.,VEDL,Mining/minerals,NSE,India
Venky's (India) Ltd.,VENKEYS,Food Products,NSE,India
Venus Pipes & Tubes Ltd.,VENUSPIPES,Tubes & Pipes,NSE,India
Venus Remedies Ltd.,VENUSREM,Pharmaceuticals,NSE,India
Veranda Learning Solutions Ltd.,VERANDA,Education Services,NSE,India
Vertoz Advertising Ltd.,VERTOZ,Advertising,NSE,India
Vesuvius India Ltd.,VESUVIUS,Refractories,NSE,India
Veto Switchgears & Cables Ltd.,VETO,Electrical - Equipment/components,NSE,India
Viceroy Hotels Ltd.,VICEROY,Hotels,NSE,India
Vidhi Specialty Food Ingredients Ltd.,VIDHIING,Dyes & Pigments,NSE,India
Vijaya Diagnostic Centre Ltd.,VIJAYA,Hospitals & Diagnostic Centres,NSE,India
Viji Finance Ltd.,VIJIFIN,Finance & Investments,NSE,India
Vikas Ecotech Ltd.,VIKASECO,"Industrial Machinery, Equipment & Goods",NSE,India
Vikas Lifecare Ltd.,VIKASLIFE,Speciality Chemicals,NSE,India
Vikas WSP Ltd.,VIKASWSP,Speciality Chemicals,NSE,India
Vimta Labs Ltd.,VIMTALABS,Biotechnology & Medical Research,NSE,India
Vinati Organics Ltd.,VINATIORGA,Speciality Chemicals,NSE,India
Vindhya Telelinks Ltd.,VINDHYATEL,Telecomm Equipment & Infra Services,NSE,India
Vineet Laboratories Ltd.,VINEETLAB,Speciality Chemicals,NSE,India
Vinny Overseas Ltd.,VINNY,Textiles,NSE,India
Vinyl Chemicals (I) Ltd.,VINYLINDIA,Speciality Chemicals,NSE,India
Vipul Ltd.,VIPULLTD,Real Estate,NSE,India
Virinchi Ltd.,VIRINCHI,It Services & Consulting,NSE,India
Visa Steel Ltd.,VISASTEEL,Iron & Steel,NSE,India
Visagar Polytex Ltd.,VIVIDHA,Textiles,NSE,India
Visaka Industries Ltd.,VISAKAIND,Cement,NSE,India
Vishal Fabrics Ltd.,VISHAL,Textiles,NSE,India
Vishnu Chemicals Ltd.,VISHNU,Diversified Chemicals,NSE,India
Vishnu Prakash R Punglia Ltd.,VPRPL,Real Estate,NSE,India
Vishwaraj Sugar Industries Ltd.,VISHWARAJ,Sugar,NSE,India
Vivimed Labs Ltd.,VIVIMEDLAB,Pharmaceuticals,NSE,India
Vodafone Idea Ltd.,IDEA,Telecommunications - Service,NSE,India
Voltamp Transformers Ltd.,VOLTAMP,Heavy Electrical Equipment,NSE,India
Voltas Ltd.,VOLTAS,Consumer Electronics & Appliances,NSE,India
W S Industries (India) Ltd.,WSI,"Industrial Machinery, Equipment & Goods",NSE,India
Walchandnagar Industries Ltd.,WALCHANNAG,"Industrial Machinery, Equipment & Goods",NSE,India
Wanbury Ltd.,WANBURY,Pharmaceuticals,NSE,India
Waterbase Ltd.,WATERBASE,Food Products,NSE,India
We Win Ltd.,WEWIN,It Services & Consulting,NSE,India
Wealth First Portfolio Managers Ltd.,WEALTH,Investment Banking & Brokerage Services,NSE,India
Websol Energy Systems Ltd.,WEBELSOLAR,Electrical - Equipment/components,NSE,India
Weizmann Ltd.,WEIZMANIND,Textiles,NSE,India
Welspun Corp Ltd.,WELCORP,Tubes & Pipes,NSE,India
Welspun Enterprises Ltd.,WELENT,Construction & Engineering,NSE,India
Welspun India Ltd.,WELSPUNIND,Textiles,NSE,India
Welspun Investments & Commercials Ltd.,WELINV,Asset Management,NSE,India
Wendt India Ltd.,WENDT,"Industrial Machinery, Equipment & Goods",NSE,India
West Coast Paper Mills Ltd.,WSTCSTPAPR,Paper Products,NSE,India
Westlife Foodworld Ltd.,WESTLIFE,Restaurants & Bars,NSE,India
Wheels India Ltd.,WHEELS,Auto Ancillaries,NSE,India
Whirlpool of India Ltd.,WHIRLPOOL,Consumer Electronics & Appliances,NSE,India
Williamson Magor & Company Ltd.,WILLAMAGOR,Finance & Investments,NSE,India
WinPro Industries Ltd.,WINPRO,Broadcasting & Entertainment,NSE,India
Windlas Biotech Ltd.,WINDLAS,Pharmaceuticals,NSE,India
Windsor Machines Ltd.,WINDMACHIN,"Industrial Machinery, Equipment & Goods",NSE,India
Winsome Yarns Ltd.,WINSOME,Textiles,NSE,India
Wipro Ltd.,WIPRO,It Services & Consulting,NSE,India
Wockhardt Ltd.,WOCKPHARMA,Pharmaceuticals,NSE,India
Wonder Electricals Ltd.,WEL,Electrical - Equipment/components,NSE,India
Wonderla Holidays Ltd.,WONDERLA,Leisure & Recreation,NSE,India
Worth Peripherals Ltd.,WORTH,Packaging,NSE,India
Xchanging Solutions Ltd.,XCHANGING,It Services & Consulting,NSE,India
Xelpmoc Design and Tech Ltd.,XELPMOC,It Services & Consulting,NSE,India
Xpro India Ltd.,XPROINDIA,Plastic Products,NSE,India
YES Bank Ltd.,YESBANK,Banks,NSE,India
Yaari Digital Integrated Services Ltd.,YAARI,Real Estate,NSE,India
Yasho Industries Ltd.,YASHO,Miscellaneous,NSE,India
Yatharth Hospital & Trauma Care Services Ltd.,YATHARTH,Hospitals & Diagnostic Centres,NSE,India
Yatra Online Ltd.,YATRA,Leisure & Recreation,NSE,India
Yuken India Ltd.,YUKEN,"Industrial Machinery, Equipment & Goods",NSE,India
ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,Auto Ancillaries,NSE,India
Zaggle Prepaid Ocean Services Ltd.,ZAGGLE,Credit Rating Agencies,NSE,India
Zee Entertainment Enterprises Ltd.,ZEEL,Broadcasting & Entertainment,NSE,India
Zee Learn Ltd.,ZEELEARN,Education Services,NSE,India
Zee Media Corporation Ltd.,ZEEMEDIA,Broadcasting & Entertainment,NSE,India
Zen Technologies Ltd.,ZENTEC,Aerospace & Defense,NSE,India
Zenith Exports Ltd.,ZENITHEXPO,Textiles,NSE,India
Zenith Steel Pipes & Industries Ltd.,ZENITHSTL,Tubes & Pipes,NSE,India
Zensar Technologies Ltd.,ZENSARTECH,It Services & Consulting,NSE,India
Zim Laboratories Ltd.,ZIMLAB,Pharmaceuticals,NSE,India
Zodiac Clothing Company Ltd.,ZODIACLOTH,Apparels,NSE,India
Zodiac Energy Ltd.,ZODIAC,Construction & Engineering,NSE,India
Zodiac JRD MKJ Ltd.,ZODJRDMKJ,"Jewellery, Watches & Other Accessories",NSE,India
Zomato Ltd.,ZOMATO,Food Aggregator,NSE,India
Zota Healthcare Ltd.,ZOTA,Pharmaceuticals,NSE,India
Zuari Agro Chemicals Ltd.,ZUARI,Agro Chemicals & Fertilizers,NSE,India
Zuari Industries Ltd.,ZUARIIND,Real Estate,NSE,India
Zydus Lifesciences Ltd.,ZYDUSLIFE,Pharmaceuticals,NSE,India
Zydus Wellness Ltd.,ZYDUSWELL,Food Products,NSE,India
eClerx Services Ltd.,ECLERX,Outsourced Services,NSE,India
eMudhra Ltd.,EMUDHRA,Credit Rating Agencies,NSE,India
ideaForge Technology Ltd.,IDEAFORGE,Engineering - Heavy,NSE,India
